topic,problem name,url,difficulty
Array,Reverse the array,https://www.geeksforgeeks.org/write-a-program-to-reverse-an-array-or-string/,Easy
Array,Maximum and minimum of an array using minimum number of comparisons,https://www.geeksforgeeks.org/maximum-and-minimum-of-an-array-using-minimum-number-of-comparisons/,Easy
Array,Find the "Kth" max and min element of an array,https://www.geeksforgeeks.org/kth-smallest-element-in-an-unsorted-array/,Medium
Array,Sort an array of 0s, 1s and 2s,https://www.geeksforgeeks.org/sort-an-array-of-0s-1s-and-2s/,Medium
Array,Move all the negative elements to one side of the array,https://www.geeksforgeeks.org/move-all-negative-elements-to-end-of-array-without-changing-order-of-positive-elements/,Easy
Array,Find the Union and Intersection of the two sorted arrays,https://www.geeksforgeeks.org/find-union-and-intersection-of-two-unsorted-arrays/,Easy
Matrix,Spiral traversal on a Matrix,https://www.geeksforgeeks.org/print-a-given-matrix-in-spiral-form/,Medium
Matrix,Search an element in a matrix,https://www.geeksforgeeks.org/search-in-row-wise-and-column-wise-sorted-matrix/,Easy
String,Reverse a String,https://www.geeksforgeeks.org/reverse-a-string-in-c-cpp/,Easy
String,Check whether a String is a palindrome or not,https://www.geeksforgeeks.org/c-program-check-given-string-palindrome/,Easy
String,Find Duplicate characters in a string,https://www.geeksforgeeks.org/print-all-the-duplicates-in-the-input-string/,Medium
Searching & Sorting,Find first and last occurrences of an element in a sorted array,https://www.geeksforgeeks.org/find-first-and-last-position-of-an-element-in-a-sorted-array/,Medium
Searching & Sorting,Find a fixed point (value equal to index) in a given array,https://www.geeksforgeeks.org/find-a-fixed-point-in-a-given-array/,Easy
Searching & Sorting,Search in a rotated sorted array,https://www.geeksforgeeks.org/search-an-element-in-a-sorted-and-pivoted-array/,Medium
Linked List,Reverse a Linked List,https://www.geeksforgeeks.org/reverse-a-linked-list-in-groups-of-given-size/,Easy
Linked List,Detect loop in a linked list,https://www.geeksforgeeks.org/detect-loop-in-a-linked-list/,Easy
Linked List,Remove loop in a linked list,https://www.geeksforgeeks.org/remove-loop-in-a-linked-list/,Medium
Stack & Queue,Implement stack using array,https://www.geeksforgeeks.org/stack-data-structure-introduction-and-implementation/,Easy
Stack & Queue,Implement queue using array,https://www.geeksforgeeks.org/queue-data-structure-introduction-and-array-implementation/,Easy
Stack & Queue,Implement N Stacks In An Array,https://www.geeksforgeeks.org/implement-n-stacks-in-a-single-array-in-o1-time-and-o1-space/,Medium
Binary Tree,Find the maximum height of the tree,https://www.geeksforgeeks.org/write-a-c-program-to-find-the-maximum-depth-or-height-of-a-tree/,Easy
Binary Tree,Level order traversal,https://www.geeksforgeeks.org/level-order-tree-traversal/,Easy
Binary Tree,Diameter of a tree,https://www.geeksforgeeks.org/diameter-of-a-binary-tree/,Medium
Binary Search Tree,Find a value in a BST,https://www.geeksforgeeks.org/search-a-node-in-binary-search-tree-bst/,Easy
Binary Search Tree,Find min and max value in a BST,https://www.geeksforgeeks.org/find-minimum-and-maximum-value-in-a-binary-search-tree/,Easy
Binary Search Tree,Construct BST from a given preorder traversal,https://www.geeksforgeeks.org/construct-bst-from-given-preorder-traversal/,Medium
Graph,BFS of a graph,https://www.geeksforgeeks.org/breadth-first-search-or-bfs-for-a-graph/,Easy
Graph,DFS of a graph,https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph/,Easy
Graph,Detect cycle in a directed graph,https://www.geeksforgeeks.org/detect-cycle-in-a-directed-graph/,Medium
topic,problem_name,url,difficulty
Array,Reverse the array,https://www.geeksforgeeks.org/write-a-program-to-reverse-an-array-or-string/,Easy
Array,Find the maximum and minimum element in an array,https://www.geeksforgeeks.org/maximum-and-minimum-element-in-an-array/,Easy
Array,Find the "Kth" max and min element of an array,https://www.geeksforgeeks.org/kth-smallest-element-in-a-row-wise-and-column-wise-sorted-matrix/,Medium
Array,Given an array which consists of only 0, 1 and 2. Sort the array without using any sorting algo,https://www.geeksforgeeks.org/sort-an-array-of-0s-1s-and-2s/,Medium
Array,Move all the negative elements to one side of the array,https://www.geeksforgeeks.org/move-all-negative-numbers-to-beginning-and-positive-to-end-with-constant-extra-space/,Easy
Array,Find the Union and Intersection of the two sorted arrays,https://www.geeksforgeeks.org/find-union-and-intersection-of-two-unsorted-arrays/,Easy
Array,Cyclically rotate an array by one,https://www.geeksforgeeks.org/c-program-cyclically-rotate-an-array-by-one/,Easy
Array,Kadane's Algorithm,https://www.geeksforgeeks.org/largest-sum-contiguous-subarray/,Medium
Array,Minimum number of jumps to reach the end of an array,https://www.geeksforgeeks.org/minimum-number-of-jumps-to-reach-end-of-a-given-array/,Medium
Array,Find the duplicate number in an array of N+1 integers,https://www.geeksforgeeks.org/find-the-duplicate-number-in-a-given-array-of-n1-elements/,Medium
Array,Merge two sorted arrays without using extra space,https://www.geeksforgeeks.org/merge-two-sorted-arrays-with-o1-extra-space/,Medium
Array,Inversion of array,https://www.geeksforgeeks.org/count-inversions-in-an-array-set-1-using-merge-sort/,Medium
Array,Best time to buy and sell stock,https://www.geeksforgeeks.org/stock-buy-sell-problem/,Easy
Array,Find the median of two sorted arrays of different sizes,https://www.geeksforgeeks.org/median-of-two-sorted-arrays-of-different-sizes/,Hard
Array,Find common elements in three sorted arrays,https://www.geeksforgeeks.org/find-common-elements-three-sorted-arrays/,Easy
Array,Rearrange array in alternating positive & negative items with O(1) extra space,https://www.geeksforgeeks.org/rearrange-array-alternating-positive-negative-items-o1-extra-space/,Medium
Array,Subarray with 0 sum,https://www.geeksforgeeks.org/find-if-there-is-a-subarray-with-0-sum/,Easy
Array,Find factorial of a large number,https://www.geeksforgeeks.org/factorial-of-a-large-number-using-dynamic-programming/,Medium
Array,Maximum product subarray,https://www.geeksforgeeks.org/maximum-product-subarray/,Medium
Array,Longest consecutive subsequence,https://www.geeksforgeeks.org/longest-consecutive-subsequence/,Medium
Array,Count pairs with given sum,https://www.geeksforgeeks.org/count-pairs-with-given-sum/,Easy
Array,Find whether an array is a subset of another array,https://www.geeksforgeeks.org/find-whether-an-array-is-subset-of-another-array-set-1/,Easy
Array,Find the triplet that sum to a given value,https://www.geeksforgeeks.org/find-triplets-with-zero-sum/,Medium
Array,Trapping rainwater problem,https://www.geeksforgeeks.org/trapping-rain-water/,Hard
Array,Chocolate Distribution Problem,https://www.geeksforgeeks.org/chocolate-distribution-problem/,Easy
Array,Smallest subarray with sum greater than a given value,https://www.geeksforgeeks.org/smallest-subarray-with-sum-greater-than-a-given-value/,Medium
Array,Three way partitioning of an array around a given range,https://www.geeksforgeeks.org/three-way-partitioning-of-an-array-around-a-given-range/,Medium
Array,Minimum swaps required to bring all elements less than or equal to k together,https://www.geeksforgeeks.org/minimum-swaps-required-to-bring-all-elements-less-than-or-equal-to-k-together/,Easy
Array,Minimum number of operations to make an array palindromic,https://www.geeksforgeeks.org/minimum-number-of-operations-to-make-an-array-palindromic/,Medium
Array,Find subarray with given sum (negative numbers allowed),https://www.geeksforgeeks.org/find-subarray-with-given-sum-in-an-array-of-integers-including-negative-numbers/,Medium
Matrix,Spiral traversal of a matrix,https://www.geeksforgeeks.org/print-a-given-matrix-in-spiral-form/,Easy
Matrix,Search an element in a sorted matrix,https://www.geeksforgeeks.org/search-in-a-row-wise-and-column-wise-sorted-matrix/,Medium
Matrix,Find median in a row-wise sorted matrix,https://www.geeksforgeeks.org/find-median-row-wise-sorted-matrix/,Medium
Matrix,Row with maximum number of 1s,https://www.geeksforgeeks.org/find-the-row-with-maximum-number-of-1s/,Easy
Matrix,Print matrix in snake pattern,https://www.geeksforgeeks.org/print-matrix-in-snake-pattern/,Easy
Matrix,Rotate matrix by 90 degrees,https://www.geeksforgeeks.org/rotate-a-matrix-by-90-degree-in-clockwise-direction-without-using-extra-space/,Medium
Matrix,Kth element in a matrix,https://www.geeksforgeeks.org/find-kth-smallest-element-in-a-sorted-matrix/,Medium
Matrix,Common elements in all rows of a given matrix,https://www.geeksforgeeks.org/find-common-elements-in-all-rows-of-a-given-matrix/,Medium
String,Reverse a String,https://www.geeksforgeeks.org/write-a-program-to-reverse-a-string/,Easy
String,Check whether a String is a Palindrome or not,https://www.geeksforgeeks.org/c-program-to-check-if-a-string-is-palindrome-or-not/,Easy
String,Find Duplicate characters in a string,https://www.geeksforgeeks.org/print-all-the-duplicates-in-the-input-string/,Easy
String,Why strings are immutable in Java?,https://www.geeksforgeeks.org/string-is-immutable-in-java/,Concept
String,Count and Say problem,https://www.geeksforgeeks.org/count-and-say-problem/,Easy
String,Longest Palindromic Substring,https://www.geeksforgeeks.org/longest-palindromic-substring-set-2/,Medium
String,Longest Repeated Subsequence,https://www.geeksforgeeks.org/longest-repeating-subsequence-dp-26/,Medium
String,Print all Subsequences of a string,https://www.geeksforgeeks.org/print-all-subsequences-of-a-string/,Easy
String,Print all the permutations of the given string,https://www.geeksforgeeks.org/write-a-c-program-to-print-all-permutations-of-a-given-string/,Medium
String,Find the length of the longest valid substring,https://www.geeksforgeeks.org/length-of-the-longest-valid-substring/,Hard
String,Find the first non-repeating character in a stream of characters,https://www.geeksforgeeks.org/find-first-non-repeating-character-stream-characters/,Medium
String,Roman Number to Integer,https://www.geeksforgeeks.org/converting-roman-numerals-to-integer-in-java/,Easy
String,Integer to Roman,https://www.geeksforgeeks.org/convert-integer-to-roman-numerals/,Medium
Searching & Sorting,Find first and last occurrences of an element in a sorted array,https://www.geeksforgeeks.org/find-first-and-last-occurrence-of-an-element-in-a-sorted-array/,Easy
Searching & Sorting,Find a fixed point in a given array,https://www.geeksforgeeks.org/find-a-fixed-point-in-a-given-array/,Easy
Searching & Sorting,Search in a rotated sorted array,https://www.geeksforgeeks.org/search-an-element-in-a-sorted-and-pivoted-array/,Medium
Searching & Sorting,Square root of an integer,https://www.geeksforgeeks.org/square-root-of-an-integer/,Easy
Searching & Sorting,Maximum and minimum of an array using minimum number of comparisons,https://www.geeksforgeeks.org/maximum-and-minimum-in-an-array-using-minimum-number-of-comparisons/,Easy
Searching & Sorting,Find a pair with a given sum in a sorted array,https://www.geeksforgeeks.org/find-a-pair-with-the-given-sum-in-an-array/,Easy
Searching & Sorting,Majority element,https://www.geeksforgeeks.org/majority-element/,Easy
Searching & Sorting,Number of times a sorted array is rotated,https://www.geeksforgeeks.org/find-rotation-count-rotated-sorted-array/,Easy
Searching & Sorting,Count only repeated elements in an array with given constraints,https://www.geeksforgeeks.org/find-the-first-repeated-character-in-a-string/,Easy
Searching & Sorting,Find a peak element,https://www.geeksforgeeks.org/find-a-peak-element-in-a-given-array/,Easy
Searching & Sorting,Find pivot element in a rotated sorted array,https://www.geeksforgeeks.org/find-pivot-element-sorted-rotated-array/,Easy
Searching & Sorting,Find a triplet with zero sum,https://www.geeksforgeeks.org/find-triplets-with-zero-sum/,Medium
Searching & Sorting,Product array puzzle,https://www.geeksforgeeks.org/product-array-puzzle-2/,Medium
Searching & Sorting,Sort array in wave form,https://www.geeksforgeeks.org/sort-an-array-in-wave-form-2/,Easy
Searching & Sorting,Smallest positive missing number,https://www.geeksforgeeks.org/find-the-smallest-positive-missing-number-in-an-unsorted-array/,Medium
Searching & Sorting,Kadane's algorithm,https://www.geeksforgeeks.org/largest-sum-contiguous-subarray/,Medium
Linked List,Reverse a linked list,https://www.geeksforgeeks.org/reverse-a-linked-list-in-groups-of-given-size-k-set-2-recursive-approach/,Easy
Linked List,Detect loop in a linked list,https://www.geeksforgeeks.org/detect-loop-in-a-linked-list/,Easy
Linked List,Find the middle element of a linked list,https://www.geeksforgeeks.org/write-a-c-function-to-print-the-middle-of-the-linked-list/,Easy
Linked List,Remove duplicates from a sorted linked list,https://www.geeksforgeeks.org/remove-duplicates-from-sorted-linked-list/,Easy
Linked List,Remove duplicates from an unsorted linked list,https://www.geeksforgeeks.org/remove-duplicates-from-an-unsorted-linked-list/,Easy
Linked List,Move last element to front of a given linked list,https://www.geeksforgeeks.org/move-last-element-to-front-of-a-given-linked-list/,Easy
Linked List,Add two numbers represented by linked lists,https://www.geeksforgeeks.org/add-two-numbers-represented-by-linked-lists/,Medium
Linked List,Intersection point of two linked lists,https://www.geeksforgeeks.org/write-a-function-to-get-the-intersection-point-of-two-linked-lists/,Easy
Linked List,Merge two sorted linked lists,https://www.geeksforgeeks.org/merge-two-sorted-linked-lists/,Easy
Linked List,Merge k sorted linked lists,https://www.geeksforgeeks.org/merge-k-sorted-linked-lists/,Hard
Linked List,Flatten a multilevel linked list,https://www.geeksforgeeks.org/flatten-a-multi-level-linked-list/,Medium
Linked List,Sort a linked list of 0s, 1s and 2s,https://www.geeksforgeeks.org/sort-a-linked-list-of-0s-1s-and-2s/,Medium
Linked List,Quick sort on linked list,https://www.geeksforgeeks.org/quicksort-on-singly-linked-list/,Medium
Linked List,Clone a linked list with next and random pointer,https://www.geeksforgeeks.org/clone-a-linked-list-with-next-and-random-pointer-set-2/,Medium
Linked List,Flatten a linked list with next and down pointers,https://www.geeksforgeeks.org/flattening-a-linked-list/,Medium
Linked List,Delete nodes having greater value on the right,https://www.geeksforgeeks.org/delete-nodes-which-have-a-greater-value-on-right-side/,Medium
Linked List,Segregate even and odd nodes in a linked list,https://www.geeksforgeeks.org/segregate-even-and-odd-nodes-in-a-linked-list/,Easy
Linked List,Find the first non-repeating character in a stream,https://www.geeksforgeeks.org/find-first-non-repeating-character-stream-characters/,Medium
Stack & Queue,Implement stack using array,https://www.geeksforgeeks.org/stack-data-structure-introduction-and-implementation/,Easy
Stack & Queue,Implement queue using array,https://www.geeksforgeeks.org/queue-data-structure-introduction-and-implementation/,Easy
Stack & Queue,Implement stack using a queue,https://www.geeksforgeeks.org/implement-stack-using-queue/,Easy
Stack & Queue,Implement queue using a stack,https://www.geeksforgeeks.org/implement-queue-using-stacks/,Easy
Stack & Queue,Sort a stack using a temporary stack,https://www.geeksforgeeks.org/sort-stack-using-temporary-stack/,Easy
Stack & Queue,Reverse a stack,https://www.geeksforgeeks.org/reverse-a-stack-using-recursion/,Easy
Stack & Queue,Next Greater Element,https://www.geeksforgeeks.org/next-greater-element-using-stack-and-without-stack/,Medium
Stack & Queue,The celebrity problem,https://www.geeksforgeeks.org/the-celebrity-problem/,Medium
Stack & Queue,Stock span problem,https://www.geeksforgeeks.org/the-stock-span-problem/,Medium
Stack & Queue,Largest rectangular area in a histogram,https://www.geeksforgeeks.org/largest-rectangle-in-a-histogram/,Hard
Stack & Queue,Circular tour,https://www.geeksforgeeks.org/circular-tour-for-gas-stations/,Medium
Stack & Queue,Implement a Queue using two stacks,https://www.geeksforgeeks.org/queue-using-stacks-implementation/,Easy
Stack & Queue,Implement a Stack using two queues,https://www.geeksforgeeks.org/implement-stack-using-queue/,Easy
Stack & Queue,First negative integer in every window of size k,https://www.geeksforgeeks.org/first-negative-integer-in-every-window-of-size-k/,Medium
Stack & Queue,Sliding window maximum,https://www.geeksforgeeks.org/sliding-window-maximum-in-o-n-time-and-o-k-space/,Hard
Stack & Queue,Maximum of all subarrays of size k,https://www.geeksforgeeks.org/sliding-window-maximum-in-o-n-time-and-o-k-space/,Hard
Stack & Queue,Minimum sum of lengths of two non-overlapping subarrays with given sum,https://www.geeksforgeeks.org/minimum-sum-of-lengths-of-two-non-overlapping-subarrays-with-given-sum/,Medium
Heap,Find Kth largest/smallest element in an array,https://www.geeksforgeeks.org/kth-largest-element-in-an-array/,Medium
Heap,Merge k sorted arrays,https://www.geeksforgeeks.org/merge-k-sorted-arrays/,Hard
Heap,Minimum cost of ropes,https://www.geeksforgeeks.org/minimum-cost-to-connect-ropes/,Medium
Heap,Kth largest element in a stream,https://www.geeksforgeeks.org/kth-largest-element-in-a-stream/,Easy
Heap,Find median in a stream,https://www.geeksforgeeks.org/find-median-from-data-stream/,Hard
Heap,Smallest range in K lists,https://www.geeksforgeeks.org/find-smallest-range-containing-elements-from-k-lists/,Hard
Heap,Find all elements in an array which appear more than n/k times,https://www.geeksforgeeks.org/find-the-number-of-elements-that-appear-more-than-n-k-times/,Medium
Heap,Reorganize string,https://www.geeksforgeeks.org/reorganize-string-no-two-adjacent-characters-are-same/,Medium
Heap,Connect n ropes with minimum cost,https://www.geeksforgeeks.org/minimum-cost-to-connect-ropes/,Medium
Heap,Maximum of all subarrays of size k,https://www.geeksforgeeks.org/sliding-window-maximum-in-o-n-time-and-o-k-space/,Hard
Heap,Given a binary tree, print all leaf nodes in a single traversal,https://www.geeksforgeeks.org/print-all-leaf-nodes-of-a-binary-tree-using-dfs-and-bfs/,Easy
Greedy,Activity Selection Problem,https://www.geeksforgeeks.org/activity-selection-problem-greedy-approach-set-2/,Easy
Greedy,Job Sequencing Problem,https://www.geeksforgeeks.org/job-sequencing-problem-set-1-greedy-algorithm/,Medium
